track_id,track,album,release_year,artists,popularity,genre,year_range
,My Romance,My Romance,2024,Lara Louise,43,jazz,2020-2024
,Bossa For Miles,Bossa for Miles,2024,"Gustav Lundgren Trio, Gustav Lundgren, Martin Hoper, Ola Bothzén",43,jazz,2020-2024
,Giant Steps - 2020 Remaster,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster],2020,John Coltrane,49,jazz,2020-2024
,Another autumn,BLUE GIANT (オリジナル・サウンドトラック),2023,Hiromi,47,jazz,2020-2024
,Too Marvelous for Words,Too Marvelous for Words,2024,Delicatessen,42,jazz,2020-2024
,Cherish the Night,Cherish the Night,2024,Galeazzo,53,jazz,2020-2024
,Hear This Lullaby,Hear This Lullaby,2023,Baker St.,53,jazz,2020-2024
,I Waited For You,I Waited For You,2024,Avery Miller,49,jazz,2020-2024
,Sparks - Instrumental,Sparks (Instrumental),2024,Evan Jacobson,54,jazz,2020-2024
,Nana,Nana,2023,Marcio Philomena,44,jazz,2020-2024
,My One And Only Love,My One And Only Love,2022,Wonder Eve,49,jazz,2020-2024
,I'll Know,I'll Know,2021,Bill Charlap Trio,47,jazz,2020-2024
,Vespertine,Vespertine,2023,Hiro Suzuki,44,jazz,2020-2024
,Meet You Halfway,Crescent Moon,2023,Coffee Jazz Melody,52,jazz,2020-2024
,If You Want,If You Want,2024,Randall Peterson,53,jazz,2020-2024
,Love Grows,Love Grows,2024,Sidney Hatfield Trio,49,jazz,2020-2024
,Tom's Diner,Tom's Diner,2023,Klischée,47,jazz,2020-2024
,Dry Bar,Dry Bar,2023,"Johny Luv, ØNEMOR3",49,jazz,2020-2024
,Golden Moments,Golden Moments,2024,Benjamin Davies,49,jazz,2020-2024
,São Conrado,São Conrado,2023,Tom Rogers Band,43,jazz,2020-2024
,Empty Streets,Empty Streets,2024,Nollaig Paolo,53,jazz,2020-2024
,Solitude,The Women Who Raised Me,2020,"Kandace Springs, Chris Potter",41,jazz,2020-2024
,Search for Peace,Far Far Away,2023,"Jim Snidero, Kurt Rosenwinkel",45,jazz,2020-2024
,Serene Resonance,Serene Resonance,2024,Halcyon Jazz Band,51,jazz,2020-2024
,Thank God It's Friday,Thank God It's Friday,2024,Mike Coen,46,jazz,2020-2024
,Stella By Starlight,Stella By Starlight,2023,Drew Milner,50,jazz,2020-2024
,Oceans,Oceans,2023,Jonathán Bridges,53,jazz,2020-2024
,show me // something,show me // something,2023,Gianni´s Humble,52,jazz,2020-2024
,Love You In The Morning,What Lies Ahead,2024,The Hip Snacks,41,jazz,2020-2024
,After You've Gone,After You've Gone,2023,Jonas Olofsson,49,jazz,2020-2024
,Clouds Got In Our Way,Clouds Got In Our Way,2024,Martin Hoper,47,jazz,2020-2024
,"Baubles, Bangles & Beads","Baubles, Bangles & Beads",2022,Nick Osman Trio,47,jazz,2020-2024
,Lars,Lars,2024,Karl-Erik,53,jazz,2020-2024
,A Certain Smile,A Certain Smile,2022,Donald Minestra,53,jazz,2020-2024
,Midnight Fairytale,Midnight Fairytale,2023,Tanner King Trio,48,jazz,2020-2024
,A Chalet For Two,A Chalet For Two,2023,The Collective,46,jazz,2020-2024
,Clowns And Crowns,Clowns And Crowns,2023,Mike Coen,47,jazz,2020-2024
,How Deep Is The Ocean,How Deep Is The Ocean,2020,Diana Krall,42,jazz,2020-2024
,May I Have This Dance,May I Have This Dance,2024,Gaston,48,jazz,2020-2024
,A Flower Is A Lovesome Thing,A Flower Is A Lovesome Thing,2023,Saginaw Society,48,jazz,2020-2024
,Shores,Shores,2024,The Dox Band,52,jazz,2020-2024
,Why Did I Choose You,Reminiscing at Rudy's,2022,Houston Person,43,jazz,2020-2024
,Home Of My Tomorrow,Home Of My Tomorrow,2022,Clover Post,47,jazz,2020-2024
,Nightfall,Nightfall,2023,David Parks & Silver,49,jazz,2020-2024
,Fools Fate,Heaven Knows,2022,Mica Millar,42,jazz,2020-2024
,If It Was,More Than You Know,2022,"Silva & Steini, Jóel Pálsson",41,jazz,2020-2024
,Man in the Mirror,That's My Style,2021,"Maya Fadeeva, Club des Belugas",38,jazz,2020-2024
,Living In Paradise,Jazz Coffee Shop,2023,"Cozy Coffee Shop, Jazzy Coffee, Cozy Bedroom",56,jazz,2020-2024
,Urban Escape,Urban Escape,2024,Two steps in the street,51,jazz,2020-2024
,Reverse,Gangbusters Melody Club,2024,Caravan Palace,38,jazz,2020-2024
,Chase The Sun,Chase The Sun,2024,"Siberia, chromas",49,jazz,2020-2024
,I'll Be Seeing You,I'll Be Seeing You,2021,"Cyrille Aimee, Michael Valeanu",42,jazz,2020-2024
,Night in Tunisia,Departing,2020,"Jesus Molina, Sam Smith, Roni Kaspi",50,jazz,2020-2024
,Count to Three,Count to Three,2021,"The Chalkeaters, The Stupendium, Ellen McLain",51,jazz,2020-2024
,Tales of the Urban Night,Tales of the Urban Night,2024,Duponte et Duponte,47,jazz,2020-2024
,The Fate of Love,The Fate of Love,2023,Mino Conte & Co,48,jazz,2020-2024
,In the city,In the city,2024,Ilse Fisher,51,jazz,2020-2024
,Lesters's Tears,Lesters's Tears,2023,Tadd Norman,48,jazz,2020-2024
,Quebec,Quebec,2024,Lucas Collins,52,jazz,2020-2024
,Trombone,Trombone,2021,"AronChupa, Little Sis Nora",47,jazz,2020-2024
,Paripaparapa,Paripaparapa,2021,"Chill & Groove, O Alan",40,jazz,2020-2024
,Maybe We Should Dance,A Cookie For Marie,2023,Paul Moretti Trio,49,jazz,2020-2024
,"Fugitive Ritual, Selah",The 7th Hand,2022,Immanuel Wilkins,44,jazz,2020-2024
,I've Drawn Your Face,I Love A Love Song!,2023,Rachael & Vilray,45,jazz,2020-2024
,Largo,Sunday,2021,"Portraits in Jazz, Nikolaj Hess, Claus Waidtløw",52,jazz,2020-2024
,Try Your Wings,Try Your Wings,2022,Silva & Steini,42,jazz,2020-2024
,Between the Streets,Between the Streets,2024,Novo Alonso,52,jazz,2020-2024
,Georgia On My Mind,Georgia On My Mind,2021,Nouveau Jazz Trio,44,jazz,2020-2024
,When You Come Home,When You Come Home,2024,Midnight Trio,47,jazz,2020-2024
,Romancing,Romancing,2023,Foster Davies,48,jazz,2020-2024
,The Rose Tattoo,My Reverie by Special Request,2022,"Harry Allen, Dave Blenkhorn, MIKE KARN, QUENTIN BAXTER",46,jazz,2020-2024
,I Will,I Will,2023,Loft Trio,48,jazz,2020-2024
,Lumiére,Lumiére,2021,Emily Sage,44,jazz,2020-2024
,A Long Day,A Long Day,2023,Karl-Erik Trio,47,jazz,2020-2024
,I Only Have Eyes For You,I Only Have Eyes For You,2023,Chris Weeks,42,jazz,2020-2024
,Solfeggietto,Lighter Notes,2024,Luca Sestak,49,jazz,2020-2024
,Walking talking fields,Walking talking fields,2023,Rossdale Junction,47,jazz,2020-2024
,Dead Mans Blues,American Shuffle,2021,Roy Williams,50,jazz,2020-2024
,Últimamente,Últimamente,2022,Joanna Mason,49,jazz,2020-2024
,Once In A While,Once In A While,2023,Bill Walton,48,jazz,2020-2024
,Hometown Again,Hometown Again,2022,Gottfried Barber Trio,45,jazz,2020-2024
,Estágio,Estágio,2023,da Suécia,42,jazz,2020-2024
,Ain’t no sense,Ain’t no sense,2024,Southside Trio,49,jazz,2020-2024
,Storvindeln,Storvindeln,2023,Bladverk Band,46,jazz,2020-2024
,That's All,That's All,2024,Saginaw Society,49,jazz,2020-2024
,My Foolishness,My Foolishness,2023,Franck Byrne,52,jazz,2020-2024
,Havent You Heard,Havent You Heard,2024,Joe M. Key,52,jazz,2020-2024
,Ajala,"Dance, No One's Watching",2024,Ezra Collective,48,jazz,2020-2024
,Lonely Waltz,Lonely Waltz,2024,"Frans Bak, Sinne Eeg",42,jazz,2020-2024
,C'est si bon,Alone Together,2022,"Lara Louise, Mads Tolling",43,jazz,2020-2024
,Milano,Milano,2024,Ray Love,52,jazz,2020-2024
,The Art of Letting Go,The Art of Letting Go,2023,Dries Riesen,48,jazz,2020-2024
,The Hills,The Hills,2024,Jaden Cohen,52,jazz,2020-2024
,A Lucky Break,A Lucky Break,2023,Tore Lundblad,46,jazz,2020-2024
,Harbor of Dreams,Harbor of Dreams,2024,Julian Emerson,52,jazz,2020-2024
,Square One,Square One,2024,Carmen Simmons,52,jazz,2020-2024
,Feeling Good - triple j Like A Version,Feeling Good (triple j Like A Version),2024,RAYE,48,jazz,2020-2024
,É Preciso Perdoar,Hello,2024,"Martina DaSilva, Joshua Crumbly",42,jazz,2020-2024
,To the Place I Once Knew,To the Place I Once Knew,2024,Basinettes,49,jazz,2020-2024
,Quiet Sense (feat. Paolo Fresu),Quiet Sense (feat. Paolo Fresu),2021,"Triosence, Paolo Fresu",46,jazz,2020-2024
,Woodland,Woodland,2024,Fred Hayes,51,jazz,2020-2024
,L'Amour en Hiver,L'Amour en Hiver,2024,Nimelle,52,jazz,2020-2024
,"It's Probably Me - Live at Polar Music Prize, Stockholm / 2017",Still Rising - The Collection,2021,Gregory Porter,45,jazz,2020-2024
,A Lonely Walk,A Lonely Walk,2024,Herman Fred Trio,49,jazz,2020-2024
,A Real Show,A Real Show,2023,Motor City Trio,49,jazz,2020-2024
,Cononbridge,Where Will The River Flow,2021,"Matt Carmichael, Fergus McCreadie, Ali Watson, Tom Potter",50,jazz,2020-2024
,When Your Lover Has Gone - Remastered,Golden Selection (Remastered),2021,Ben Webster,42,jazz,2020-2024
,Endless Days,Endless Days,2024,Mike Coen,50,jazz,2020-2024
,The Memories We Have,The Memories We Have,2024,George Gower,52,jazz,2020-2024
,Autumn In New York,Autumn In New York,2022,Mayfare Trio,49,jazz,2020-2024
,Sparks (Adding Sax Solos To Songs That Don't Need Them),Sparks (Adding Sax Solos To Songs That Don't Need Them),2024,Evan Jacobson,55,jazz,2020-2024
,It´s All About You,It´s All About You,2024,Randall Peterson,52,jazz,2020-2024
,Coming Back To You,Coming Back To You,2022,"Here It Is, James Taylor",44,jazz,2020-2024
,Lately,Lately,2024,Thomas Bennett,49,jazz,2020-2024
,autumn leaves,Coffee Time,2021,"Jazzy Coffee, Cozy Coffee Shop, Relaxing Piano Jazz",54,jazz,2020-2024
,Spike's Interlude,Spike's Interlude,2024,MrBigB,50,jazz,2020-2024
,A Sleepin' Bee,A Sleepin' Bee,2022,Bill Walton,45,jazz,2020-2024
,Good Night,Good Night,2022,Charlie James-Walker,45,jazz,2020-2024
,In Time For Love,In Time For Love,2024,Trio Serena,48,jazz,2020-2024
,But Beautiful,This Dream Of You,2020,Diana Krall,41,jazz,2020-2024
,A Mellow Night,A Mellow Night,2024,Ron Bladworth,52,jazz,2020-2024
,Celebrate,Celebrate,2024,"Jordan Rakei, STUTS",49,jazz,2020-2024
,A Different Kind of Love,A Different Kind of Love,2024,Morgan Meir,52,jazz,2020-2024
,Irridescent Mountains,Irridescent Mountains,2023,Felix McCoy Quartet,48,jazz,2020-2024
,Moonlight In Vermont,Moonlight In Vermont,2024,John Lee,42,jazz,2020-2024
,Jardin d'hiver,Alone Together,2022,Lara Louise,42,jazz,2020-2024
,You Were There,You Were There,2024,Måns & Dotter,51,jazz,2020-2024
,Relaxin',Relaxin',2024,New Morning,51,jazz,2020-2024
,Send in the Clowns,3 Generations,2022,"Nils Landgren, Michael Wollny",41,jazz,2020-2024
,La Javanaise,La Javanaise,2023,George Laffitte,48,jazz,2020-2024
,Tired,Tired,2024,Jacob Schröder,52,jazz,2020-2024
,Old Cape Cod,Old Cape Cod,2024,Emma Smith,42,jazz,2020-2024
,Sad December,Sad December,2023,Central Park Quartet,43,jazz,2020-2024
,Crosby Street,Crosby Street,2023,Carmen Simmons,52,jazz,2020-2024
,Let's go uptown,Let's go uptown,2023,Newington Green,47,jazz,2020-2024
,But of course,But of course,2024,Art Beckett,52,jazz,2020-2024
,If Love Is Overrated,All Rise (Deluxe),2020,Gregory Porter,43,jazz,2020-2024
,Skyline,Skyline,2024,Eleanor Rivers,52,jazz,2020-2024
,This sweet pet,This sweet pet,2023,Keanan Field Group,46,jazz,2020-2024
,Tammy's Song,Tammy's Song,2022,The Sweetgreens,44,jazz,2020-2024
,Let's Call It A Night,Let's Call It A Night,2024,Lyn Ardbeg,52,jazz,2020-2024
,From the sea.,From the sea.,2024,Bolden.,47,jazz,2020-2024
,A Winter Morning,A Winter Morning,2024,Trey Patton,52,jazz,2020-2024
,The Nearness Of You,The Nearness Of You,2022,Tim Franks Trio,44,jazz,2020-2024
,Buddies,Buddies,2024,Tree Nomads,49,jazz,2020-2024
,Whatever Possessed Me,Whatever Possessed Me,2022,More than Jazz,47,jazz,2020-2024
,yalla,yalla,2024,Alex Laude,51,jazz,2020-2024
,The Peacocks - Single Edit,The Peacocks,2021,"John Engels, Benjamin Herman, Joris Teepe",46,jazz,2020-2024
,Mind Blowing,Mind Blowing,2024,Frank Guardiola,49,jazz,2020-2024
,Nature Boy,Nature Boy,2023,Chansons d´Accordeon,48,jazz,2020-2024
,Unchain My Heart,True Genius,2021,Ray Charles,48,jazz,2020-2024
,Midnight,Midnight,2024,Neil Chapman Green,49,jazz,2020-2024
,Marianne,Marianne,2023,Lou Green,52,jazz,2020-2024
,Without A Song,Without A Song,2022,Meadow Park,46,jazz,2020-2024
,Home for the Holidays,Home for the Holidays,2024,Cosmazul,52,jazz,2020-2024
,Beijos De Amor,Beijos De Amor,2024,Leandro Amor Trio,42,jazz,2020-2024
,Flight,Gravity,2024,Jeremy Ledbetter Trio,49,jazz,2020-2024
,A Gentle Dance,A Gentle Dance,2023,Joe M. Key,51,jazz,2020-2024
,Only Trust Your Heart,Only Trust Your Heart,2024,Valentine Summers,51,jazz,2020-2024
,My lids closed down,My lids closed down,2022,Charlie Regan Three,45,jazz,2020-2024
,Lighten Up Dreams,Lighten Up Dreams,2024,Diminished Fusion,49,jazz,2020-2024
,Wind Dancer,Wind Dancer,2023,Dreamland,49,jazz,2020-2024
,Save Your Love for Me,On Vacation,2020,"Till Brönner, Bob James, Harvey Mason, Christian von Kaphengst",42,jazz,2020-2024
,Baby Won't You Please Come Home,Baby Won't You Please Come Home,2024,Naama,40,jazz,2020-2024
,Your Smile,Your Smile,2024,Trio Serena,47,jazz,2020-2024
,Because I Love You,Because I Love You,2021,"Sachal Vasandani, Romain Collin",42,jazz,2020-2024
,Misty,Misty,2024,Jumaane Smith,43,jazz,2020-2024
,Horny - Electro Swing Version,Horny,2020,"Pisk, Nastazya",45,jazz,2020-2024
,La Vie En Rose,La Vie En Rose,2023,Les Sales Gosses,47,jazz,2020-2024
,Tender,Tender,2024,Cecil Andrews,49,jazz,2020-2024
,Best Lovers,Best Lovers,2024,Sean Murphy,48,jazz,2020-2024
,For Jan,For Jan,2024,Nordic Light Trio,48,jazz,2020-2024
,Soft Winds,Soft Winds,2024,Trey Patton,52,jazz,2020-2024
,Planos Secretos,Planos Secretos,2024,Sara Santos,41,jazz,2020-2024
,Misty,The Complete Piano Duets,2020,Ella Fitzgerald,49,jazz,2020-2024
,Good Night,Good Night Jazz,2022,"Cozy Bedroom, Cozy Apartment, Cozy Places",51,jazz,2020-2024
,Let Me know you,Let Me know you,2024,Elliot Baxter,52,jazz,2020-2024
,It's Always You,It's Always You,2024,Noah Francis,51,jazz,2020-2024
,Santa Monica,Santa Monica,2024,Degli Scalzi,52,jazz,2020-2024
,Around The Corner,Around The Corner,2024,Ron Bladworth,51,jazz,2020-2024
,Love's Journey,Love's Journey,2023,Harry Reed,52,jazz,2020-2024
,A Talk About Work,A Talk About Work,2024,Jaden Berry,48,jazz,2020-2024
,From Time to Time,From Time to Time,2024,Lyn Ardbeg,51,jazz,2020-2024
,It Is What It Is,It Is What It Is,2024,Elliot Baxter,52,jazz,2020-2024
,Everything You Touch Is Gold,All Rise (Deluxe),2020,Gregory Porter,43,jazz,2020-2024
,On A Clear Day,On A Clear Day,2022,Francis Graden,52,jazz,2020-2024
,Deep in a Dream,Deep in a Dream,2022,"Dmitry Baevsky, Clovis Nicolas, Jason Brown, Stéphane Belmondo",43,jazz,2020-2024
